id,region_id,region_name,name,classification_hint,official_code,capital,status,verification_status,source_url,retrieved_at,notes
gh-district-northern-karaga-district,gh-region-northern,Northern,Karaga District,DISTRICT,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-kpandai-district,gh-region-northern,Northern,Kpandai District,DISTRICT,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-kumbungu-district,gh-region-northern,Northern,Kumbungu District,DISTRICT,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-mion,gh-region-northern,Northern,Mion,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-nanton,gh-region-northern,Northern,Nanton,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-nanumba-north,gh-region-northern,Northern,Nanumba North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-nanumba-south,gh-region-northern,Northern,Nanumba South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-saboba,gh-region-northern,Northern,Saboba,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-sagnarigu,gh-region-northern,Northern,Sagnarigu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-savelugu,gh-region-northern,Northern,Savelugu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-tamale-metropolitan,gh-region-northern,Northern,Tamale Metropolitan,METROPOLITAN,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-tatale-sangule,gh-region-northern,Northern,Tatale Sangule,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-tolon,gh-region-northern,Northern,Tolon,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-yendi-municipal-district,gh-region-northern,Northern,Yendi Municipal District,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-zabzugu,gh-region-northern,Northern,Zabzugu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-biakoye,gh-region-oti,Oti,Biakoye,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-jasikan,gh-region-oti,Oti,Jasikan,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-kadjebi,gh-region-oti,Oti,Kadjebi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-krachi-east,gh-region-oti,Oti,Krachi East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-krachi-nchumuru,gh-region-oti,Oti,Krachi Nchumuru,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-krachi-west,gh-region-oti,Oti,Krachi West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-nkwanta-north,gh-region-oti,Oti,Nkwanta North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-nkwanta-south,gh-region-oti,Oti,Nkwanta South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-oti-guan,gh-region-oti,Oti,Guan,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-bole,gh-region-savannah,Savannah,Bole,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-central-gonja,gh-region-savannah,Savannah,Central Gonja,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-north-gonja,gh-region-savannah,Savannah,North Gonja,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-east-gonja,gh-region-savannah,Savannah,East Gonja,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-north-east-gonja,gh-region-savannah,Savannah,North East Gonja,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-sawla-tuna-kalba,gh-region-savannah,Savannah,Sawla-Tuna-Kalba,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-savannah-west-gonja,gh-region-savannah,Savannah,West Gonja,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-bawku,gh-region-upper-east,Upper East,Bawku,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-bawku-west,gh-region-upper-east,Upper East,Bawku West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-binduri,gh-region-upper-east,Upper East,Binduri,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-bolgatanga,gh-region-upper-east,Upper East,Bolgatanga,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-bolgatanga-east,gh-region-upper-east,Upper East,Bolgatanga East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-bongo,gh-region-upper-east,Upper East,Bongo,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-builsa-north,gh-region-upper-east,Upper East,Builsa North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-builsa-south,gh-region-upper-east,Upper East,Builsa South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-garu,gh-region-upper-east,Upper East,Garu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-kassena-nankana-east,gh-region-upper-east,Upper East,Kassena Nankana East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-kassena-nankana-west,gh-region-upper-east,Upper East,Kassena-Nankana West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-nabdam,gh-region-upper-east,Upper East,Nabdam,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-pusiga,gh-region-upper-east,Upper East,Pusiga,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-talensi,gh-region-upper-east,Upper East,Talensi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-east-tempane,gh-region-upper-east,Upper East,Tempane,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-daffiama-bussie-issa,gh-region-upper-west,Upper West,Daffiama-Bussie-Issa,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-jirapa,gh-region-upper-west,Upper West,Jirapa,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-lambussie-karni,gh-region-upper-west,Upper West,Lambussie-Karni,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-lawra,gh-region-upper-west,Upper West,Lawra,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-nadowli-kaleo,gh-region-upper-west,Upper West,Nadowli-Kaleo,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-nandom,gh-region-upper-west,Upper West,Nandom,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-sissala-east,gh-region-upper-west,Upper West,Sissala East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-sissala-west,gh-region-upper-west,Upper West,Sissala West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-wa-east,gh-region-upper-west,Upper West,Wa East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-wa-municipal,gh-region-upper-west,Upper West,Wa Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-upper-west-wa-west,gh-region-upper-west,Upper West,Wa West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-adaklu,gh-region-volta,Volta,Adaklu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-afadjato-south,gh-region-volta,Volta,Afadjato South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-agotime-ziope,gh-region-volta,Volta,Agotime-Ziope,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-akatsi-north,gh-region-volta,Volta,Akatsi North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-akatsi-south,gh-region-volta,Volta,Akatsi South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-anloga,gh-region-volta,Volta,Anloga,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-central-tongu,gh-region-volta,Volta,Central Tongu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-ho,gh-region-volta,Volta,Ho,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-ho-west,gh-region-volta,Volta,Ho West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-hohoe,gh-region-volta,Volta,Hohoe,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-keta,gh-region-volta,Volta,Keta,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-ketu-north,gh-region-volta,Volta,Ketu North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-ketu-south,gh-region-volta,Volta,Ketu South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-kpando,gh-region-volta,Volta,Kpando,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-north-dayi,gh-region-volta,Volta,North Dayi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-north-tongu,gh-region-volta,Volta,North Tongu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-south-dayi,gh-region-volta,Volta,South Dayi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-volta-south-tongu,gh-region-volta,Volta,South Tongu,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-ahanta-west,gh-region-western,Western,Ahanta West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-ellembelle,gh-region-western,Western,Ellembelle,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-jomoro,gh-region-western,Western,Jomoro,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-mpohor,gh-region-western,Western,Mpohor,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-nzema-east,gh-region-western,Western,Nzema East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-prestea-huni-valley,gh-region-western,Western,Prestea-Huni Valley,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-sekondi-takoradi,gh-region-western,Western,Sekondi-Takoradi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-effia-kwesimintsim,gh-region-western,Western,Effia-Kwesimintsim,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-shama,gh-region-western,Western,Shama,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-tarkwa-nsuaem,gh-region-western,Western,Tarkwa-Nsuaem,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
